,ID,Name,ABV,Style,Is Retired
1949,d2nhC0,Brown's Point ESB,5.6,British Origin Ales,N
1950,Tw2gsB,Sour Pineapple,6.1,North American Origin Ales,N
1951,60GVov,Well Built E.S.B.,7.8,British Origin Ales,N
1952,esFZwY,G'Knight Imperial Red IPA,8.7,Hybrid/mixed Beer,N
1953,Xzoo8o,Natty Daddy,8,North American Lager,N
1954,htJQLM,Salted Grapefruit Farmhouse Ale,5.2,Belgian And French Origin Ales,N
1955,mUt5nB,G'Afternoon,6,North American Origin Ales,N
1956,MFgb7Y,Javanilla Ten FIDY,10.5,North American Origin Ales,N
1957,OXcz6Z,Nice Things IPA,6.4,North American Origin Ales,N
1958,XeZfaD,T.L.A. I.P.A.,5.7,North American Origin Ales,N
1959,JSTPos,Monkey King Saison Farmhouse Ale,6.6,Belgian And French Origin Ales,N
1960,vf8QTx,Terra Incognita,8.5,Hybrid/mixed Beer,N
1961,i1jKN5,Spring Heat Spiced Wheat,5.2,Belgian And French Origin Ales,Y
1962,j9cp5e,471 Small Batch IPA,9.2,North American Origin Ales,N
1963,lPcmND,SideCar,5.6,North American Origin Ales,N
1964,NAfiYn,Pine-Apple-Rita,8,Malternative Beverages,N
1965,dTCluj,Fusion 40,8.5,North American Origin Ales,N
1966,JKdiyv,Hash Session IPA,4.2,North American Origin Ales,N
1967,YUaX19,Holiday Ale (2011),7.6,Hybrid/mixed Beer,N
1968,EpkUho,Imperial Plum IPA,9,North American Origin Ales,N
1969,jChDlj,Old Chico Crystal Wheat,4.8,North American Origin Ales,N
1970,zAC6PV,Regal Pilsner,7,North American Lager,N
1971,AXkM1P,New England IPA,7.5,North American Origin Ales,N
1972,qPgNWv,Tripper Noche,12.1,North American Origin Ales,N
1973,FVFucy,Fresh Hop Double IPA,8,North American Origin Ales,N
1974,2mfXU8,Little Bohemia,5.3,Hybrid/mixed Beer,N
1975,69Yqbc,Mozango,7.7,North American Origin Ales,N
1976,Wemgbs,Imperial Black IPA,7.3,North American Origin Ales,N
1977,dFaMLe,Dry-Hopped Censored Ale,6.7,Hybrid/mixed Beer,N
1978,LPQCSx,Trip In The Woods: Tawny Narwhal,11.4,British Origin Ales,N
1979,HIuMUM,Antwerpen Stout,8,British Origin Ales,N
1980,0a0nmv,SweetWater Motor Boat,5.6,British Origin Ales,N
1981,P2rD30,Snow Glare,6,North American Origin Ales,N
1982,P8KXUd,Single Hop Amarillo IPA,6.7,North American Origin Ales,N
1983,rbRRxm,Palé,7.1,North American Origin Ales,N
1984,ov7fgF,Dank Tank Pulled Porter,7.7,British Origin Ales,N
1985,AdHXWs,Imperial Pils,8.6,North American Lager,N
1986,1FBXjy,Fresh Hop IPA,6.4,North American Origin Ales,N
1987,AZgmir,Barrel-Aged Hoptimum  (Trip in the Woods),11.5,North American Origin Ales,N
1988,svXHfu,A Little Sumpin' Sumpin',7.5,North American Origin Ales,N
1989,E6kkPh,Black Mad Hatter India Pale Ale,5.56,North American Origin Ales,N
1990,Dvucvo,Bud Light Blends Lemon,3.5,Hybrid/mixed Beer,N
1991,9XJBp9,Narconaut,6.6,North American Origin Ales,N
1992,5MX880,5 C's IPA,6.5,North American Origin Ales,N
1993,hd8yE8,Bud Light Platinum,6,North American Lager,N
1994,I1L4J0,Quinn's Amber Ale,4.8,North American Origin Ales,N
1995,rDnNdd,Cuvée Soeur’ise,8.5,Belgian And French Origin Ales,N
1996,IpcSsv,Dragon's Milk Reserve: Brewer's Select,12,North American Origin Ales,N
1997,p6ZP0p,Summer Pils,5,North American Lager,N
1998,2VR5QQ,Hop And Sour,4.4,North American Origin Ales,N
1999,VwOYAS,Bud Light Lime Mang-O-Rita,8,Malternative Beverages,N
2000,QuJNYq,Larry,7.5,North American Origin Ales,N
2001,CJYncP,Vienna Lager,5.7,European-germanic Lager,N
2002,WUHF66,Rascal's Wild Red,8,Hybrid/mixed Beer,N
2003,lj8S4n,Larry Triple Douple,8.5,Belgian And French Origin Ales,N
2004,PsFAwd,Full Circle,4.9,German Origin Ales,N
2005,jBjeGJ,Electric Ray - Beer Camp Across America,8.5,North American Lager,N
2006,babLje,Sucks,8,North American Origin Ales,N
2007,WCPtV5,Golden Cap Saison Ale,6.25,Belgian And French Origin Ales,N
2008,Beiqbm,Baltic Joy,7.4,Other Lager,N
2009,798rjW,Oh Saisonna,8.3,Belgian And French Origin Ales,N
2010,N5lJcK,Four Witches ,7.3,Belgian And French Origin Ales,N
2011,yxUgyc,Black Cat Stout,5.5,North American Origin Ales,N
2012,ygAzC9,Bigfoot,9.6,North American Origin Ales,N
2013,iEMsk8,Anniversary Ale 2007,5.9,North American Origin Ales,N
2014,hImGQV,Braupakt,6,German Origin Ales,N
2015,s1eqWg,Rainy Day Blues,6,Other Lager,N
2016,WCPtV5,Golden Cap Saison Ale,6.25,Belgian And French Origin Ales,N
2017,1P45iR,Budweiser,5,North American Lager,N
2018,3Zc0Ez,SummerBright Ale,4.5,North American Origin Ales,N
2019,lFrwWQ,Natural Ice,5.9,North American Lager,N
2020,CU2xRZ,G'Knight (Breckenridge Whiskey Barrel Aged),8.7,North American Origin Ales,N
2021,ueYGTP,Budweiser 1933 Repeal Reserve,6.1,North American Lager,N
2022,BJymUV,Bitter Oats,10.5,North American Origin Ales,N
2023,vuZYco,Kolsch,5,German Origin Ales,N
2024,KuflHE,Tropical Torpedo,6.7,North American Origin Ales,N
2025,3zb9Gq,Ovila Dubbel,7.5,Belgian And French Origin Ales,N
2026,ehb1eB,Country Pale Ale,5.1,North American Origin Ales,N
2027,UZD25d,Otra Vez,4.5,British Origin Ales,N
2028,UBcopK,Premium 219 Pilsner,4.7,North American Lager,N
2029,XeZfaD,T.L.A. I.P.A.,5.7,North American Origin Ales,N
2030,DJcbV1,Bigfoot,9.6,North American Origin Ales,N
2031,kuAItj,Trademark Pale Ale,5.7,North American Origin Ales,N
2032,x8U1bY,Harvest Fresh Hop IPA - Southern Hemisphere Harvest,6.7,North American Origin Ales,N
2033,QtA7tb,Betsy's Revenge,4.5,Hybrid/mixed Beer,N
2034,K2qBGW,Guinness Extra Stout,5,North American Origin Ales,N
2035,HgMkeg,Bonnaroo Brew,4.8,Belgian And French Origin Ales,N
2036,G8qBXI,Super Cluster,8,North American Origin Ales,N
2037,8LowIZ,Guinness Nitro IPA,5.8,North American Origin Ales,N
2038,0tWTUV,Tmavé,5.4,European-germanic Lager,N
2039,fGeFvg,Barrel Aged BOTL Cap,8.9,European-germanic Lager,N
2040,bpJ9u8,White Ale,4.8,Belgian And French Origin Ales,N
2041,qQw3dE,Monkey King,5.6,Belgian And French Origin Ales,N
2042,jIKwgZ,420 Strain G13 IPA,6,North American Origin Ales,N
2043,c4f2KE,'Murican Pilsner,5.5,North American Lager,N
2044,rDnNdd,Cuvée Soeur’ise,8.5,Belgian And French Origin Ales,N
2045,0oHOZv,Harvest Single Hop IPA - Idaho 7 Varietal,6.5,North American Origin Ales,N
2046,X8qNCS,Belgian-Style Blonde IPA,7.5,Belgian And French Origin Ales,N
2047,eIZS7k,Harvest Ale,6.5,North American Origin Ales,Y
2048,KPu2Ot,Festival Bier,6,North American Lager,N
2049,ExTe8O,Unfiltered Wheat Beer,4.4,Hybrid/mixed Beer,N
2050,FfmdpM,Juicy Wolf,4.8,North American Origin Ales,N
2051,4nRKTH,DevESTATEtion,6.7,North American Origin Ales,N
2052,xXJuyA,Southern Hemisphere Harvest,6.7,North American Origin Ales,N
2053,dbN8in,Imperial Pilsner - Beer Camp #43,5.6,North American Lager,N
2054,Y6VFJW,Rye IPA,6.8,North American Origin Ales,N
2055,InYD5U,Wild Blue Blueberry Lager,8,Belgian And French Origin Ales,N
2056,8MMa77,Bud Dry,5,North American Lager,N
2057,QJZFnY,The Pit & The Pendulum with Cherries,6.1,Hybrid/mixed Beer,N
2058,FtZRre,Sidcar Orange IPA,6.8,North American Origin Ales,N
2059,2VR5QQ,Hop And Sour,4.4,North American Origin Ales,N
2060,4zruzt,Bud Light Golden Wheat,4.1,Belgian And French Origin Ales,N
2061,Dwhny1,Ovila Abbey Quad with Plums,10.2,Belgian And French Origin Ales,Y
2062,fX6odn,Solar Storm - Beer Camp #71,5.8,North American Origin Ales,N
2063,1P45iR,Budweiser,5,North American Lager,N
2064,Yzokxa,Harp Premium Imported Lager,4.5,North American Lager,N
2065,qVUNwf,Night Tripper,10.8,North American Origin Ales,N
2066,pkEofb,Black Cat Porter,5.2,British Origin Ales,N
2067,G2Vi1J,Budweiser Select,4.3,North American Lager,N
2068,Vuhegf,Dragon's Milk Reserve Triple-Mashed,11,North American Origin Ales,N
2069,2rqlKs,Beer Camp 013: Old Cantankerous,6.6,British Origin Ales,N
2070,pTHBWA,Beer Camp Hoppy Lager,7,North American Lager,N
2071,Yuzbjs,Irish Wheat,5.3,Hybrid/mixed Beer,N
2072,bf76fr,Twin Peaks,5,North American Origin Ales,N
2073,QHCtPE,Beer Camp: Dry Hopped Belgian Golden,8,North American Origin Ales,N
2074,JaS6T7,Torpedo Extra IPA,7.2,North American Origin Ales,N
2075,Xmetdp,Hop Hunter IPA,6.2,North American Origin Ales,N
2076,jcxBhr,el Mole Ocho,8.4,Hybrid/mixed Beer,N
2077,iJ329Y,19 - Golden Belgian Style Ale,7,Hybrid/mixed Beer,N
2078,yZruL5,Fusion 48,8.3,North American Origin Ales,N
2079,56HXGK,GUARD de BEER,7,Belgian And French Origin Ales,N
2080,0K21pW,Porter,5.6,British Origin Ales,N
2081,h331gl,Beer Camp: White IPA with Yuzu,7,North American Origin Ales,N
2082,ZQkBoF,Bearwalker Barrel Aged Double Maple,6,North American Origin Ales,N
2083,TFcGop,The Down Low Ale,3.9,North American Origin Ales,N
2084,ATFslo,Sweet Sunny South,4.9,Belgian And French Origin Ales,N
2085,6f6SpY,Das Bij,5.6,Belgian And French Origin Ales,N
2086,mobjLC,Budweiser Copper Lager,6.2,North American Lager,N
2087,AWdfjO,Priscilla,5.2,Belgian And French Origin Ales,N
2088,Api83U,Scare City 1,7.5,North American Lager,N
2089,BJymUV,Bitter Oats,10.5,North American Origin Ales,N
2090,dRGLDH,Peach-a-Rita,8,Malternative Beverages,N
2091,7HHwqy,Hop Hash,7.8,North American Origin Ales,N
2092,gFe3ro,Beer Like A Billy Goat,6.5,European-germanic Lager,N
2093,Ia4uJ0,Guinness Milk Stout,5,British Origin Ales,N
2094,ZRujA6,Hotbox Coffee IPA,7.2,North American Origin Ales,N
2095,wJ9ull,Gravenstime,4.6,North American Origin Ales,N
2096,Esu28L,Murphy's Law Red Ale,5,Irish Origin Ales,N
2097,HIwvra,Barrel-Aged Bigfoot (Whiskey Barrels),11.9,North American Origin Ales,N
2098,JR5uca,White Lightning ,6.5,North American Origin Ales,N
2099,bK4vxh,Blue Dream,6.4,North American Origin Ales,N
2100,Jio9R0,Oatmeal Stout,5,British Origin Ales,N
2101,jChDlj,Old Chico Crystal Wheat,4.8,North American Origin Ales,N
2102,vXifKs,Dales T45 Dry Hop,6.5,North American Origin Ales,N
2103,gvFuE2,Select 55,4,North American Lager,N
2104,ZzpzSy,Tickled Pink,6.6,Belgian And French Origin Ales,N
2105,vNwXnT,Busch Signature Copper Lager,5.7,North American Lager,N
2106,9UUKMj,Holiday Leftovers Ale,7.6,Hybrid/mixed Beer,N
2107,iNpc02,Maple Scotch-Style Ale,7.3,British Origin Ales,N
2108,GwYXdk,Brux,8.3,Hybrid/mixed Beer,N
2109,1LvpyW,Drink This IPA,6.1,North American Origin Ales,N
2110,Q5y7v5,Oktoberfest,6,North American Lager,N
2111,OIKxkJ,Kill Ugly Radio,7.8,North American Origin Ales,N
2112,UmJ5Wm,Pecan Porter,8,British Origin Ales,N
2113,Y9X4cN,Pat-Rye-Ot,5.6,North American Origin Ales,N
2114,EBlZnE,Zoomer,4.7,Hybrid/mixed Beer,N
2115,dS0wsG,Mango Mosaic Pale Ale,5.5,North American Origin Ales,N
2116,u0mJPG,Man Full of Trouble,5,British Origin Ales,N
2117,s5V8YM,Obliterator,10.5,European-germanic Lager,N
2118,l5VbnF,Sweetwater Dank Tank Big Ol' Belgian Blue Balls,9,Hybrid/mixed Beer,N
2119,ov7fgF,Dank Tank Pulled Porter,7.7,British Origin Ales,N
2120,17KZDP,Bella Czech Pils,5.3,International Styles,N
2121,Tw2gsB,Sour Pineapple,6.1,North American Origin Ales,N
2122,HO9ROw,Ovila Abbey White,5.3,Belgian And French Origin Ales,N
2123,YUVOGh,Oktoberfest Marzen Lager,5.4,North American Lager,N
2124,C0Ax0o,Holiday Haze,6.5,North American Origin Ales,N
2125,Y8Ar6h,Miller Genuine Draft,4.66,North American Lager,N
2126,5pJqvf,Willett Bourbon Barrel Aged Imperial Stout,11.5,North American Origin Ales,N
2127,zrqusY,Audition - Dark Ale,8.5,North American Origin Ales,N
2128,ZYOCUN,Mixxtail Firewalker,8,Malternative Beverages,N
2129,eXzIZz,TripleTail,5.5,North American Origin Ales,N
2130,7x2tzn,Kölsch TEST DUMMIES,6.4,Hybrid/mixed Beer,N
2131,xXEmDi,Fandom Ale Fusion XXXIX,5.5,Hybrid/mixed Beer,N
2132,ItEVNY,Anniversary Ale 2009,5.9,North American Origin Ales,N
2133,oBALsi,Glissade Golden Bock,6.4,European-germanic Lager,N
2134,iJ329Y,19 - Golden Belgian Style Ale,7,Hybrid/mixed Beer,N
2135,Dvucvo,Bud Light Blends Lemon,3.5,Hybrid/mixed Beer,N
2136,JUjEnp,Miller Chill,4.1,North American Lager,N
2137,00CxqR,Nut Brown Ale,5.2,North American Origin Ales,N
2138,Yq3v6n,Guinness Black Lager,4.5,European-germanic Lager,N
2139,bHmQdD,Crank Tank,5.8,Hybrid/mixed Beer,N
2140,q5sbES,Beer Camp: Raspberry Sundae Ale,8,Hybrid/mixed Beer,N
2141,cglNbC,Port Barrel Aged Biere De Garde,10.2,Belgian And French Origin Ales,N
2142,wDgaK8,A Beer Named Sue,5.7,Belgian And French Origin Ales,N
2143,NCsyAW,Raz-Ber-Rita,8,Malternative Beverages,N
2144,dS3WFU,Barrel Aged Chaka (Merlot),8,Belgian And French Origin Ales,N
2145,qvtSfO,Stoopid Wit,6,Belgian And French Origin Ales,N
2146,c4f2KE,'Murican Pilsner,5.5,North American Lager,N
2147,BJFSW8,Audition - Double IPA,8.5,North American Origin Ales,N
2148,lj8S4n,Larry Triple Douple,8.5,Belgian And French Origin Ales,N
2149,2VR5QQ,Hop And Sour,4.4,North American Origin Ales,N
2150,cB7Dxt,Ovila Dubbel Barrel-Aged,10.8,Hybrid/mixed Beer,N
2151,QHCtPE,Beer Camp: Dry Hopped Belgian Golden,8,North American Origin Ales,N
2152,x8U1bY,Harvest Fresh Hop IPA - Southern Hemisphere Harvest,6.7,North American Origin Ales,N
2153,e0bg5f,Six Rights IPA -  Beer Camp,8,North American Origin Ales,N
2154,zqS7ze,Bigfoot,9.6,North American Origin Ales,N
2155,HZMvCT,471 IPA Barrel Series: Citra,11.3,North American Origin Ales,N
2156,cB7Dxt,Ovila Dubbel Barrel-Aged,10.8,Hybrid/mixed Beer,N
2157,DGCFAD,Guinness Rye Pale Ale,5,Hybrid/mixed Beer,N
2158,sicuOa,Night Time,7.9,North American Origin Ales,N
2159,t0iVWe,Fresh Hops of Bel-Air,5.5,North American Origin Ales,N
2160,zAC6PV,Regal Pilsner,7,North American Lager,N
2161,EqgmWc,Year of the Dog - Release #1,7.2,North American Origin Ales,N
2162,FtZRre,Sidcar Orange IPA,6.8,North American Origin Ales,N
2163,Yq3v6n,Guinness Black Lager,4.5,European-germanic Lager,N
2164,2mfXU8,Little Bohemia,5.3,Hybrid/mixed Beer,N
2165,1HeKZM,Oatmeal Stout - Beer Camp #45,9,British Origin Ales,N
2166,WQsARu,Bud Light Orange,4.2,North American Lager,N
2167,bnURKM,Paleooza,4.4,North American Origin Ales,N
2168,StkEiv,Guinness Draught,4.3,Irish Origin Ales,N
2169,qACg0q,Oatmeal Stout ,5.5,British Origin Ales,N
2170,bwmm73,Daytona Dark Wheat Lager (Batch No. 32218),5,North American Lager,N
2171,utrZWH,Dubbel,7.4,Belgian And French Origin Ales,N
2172,HO9ROw,Ovila Abbey White,5.3,Belgian And French Origin Ales,N
2173,fX6odn,Solar Storm - Beer Camp #71,5.8,North American Origin Ales,N
2174,aabOus,DogZilla Black IPA,6.9,North American Origin Ales,N
2175,h331gl,Beer Camp: White IPA with Yuzu,7,North American Origin Ales,N
2176,OAko81,R. Prime,6.2,North American Origin Ales,N
2177,nOFAoT,Hoptinite,8,North American Origin Ales,N
2178,whHlqc,Maillard's Odyssey - Beer Camp Across America,8.5,North American Origin Ales,N
2179,eCmjOc,Pear Champagne,5.3,North American Origin Ales,N
2180,lsUdvK,Simmer Down Brown,7,North American Origin Ales,N
2181,XHB8Tj,Pilgrim's Dole,12,North American Origin Ales,N
2182,CMvItN,Doppel Weizen,8.5,German Origin Ales,N
2183,JsJS48,There and Back - Beer Camp Across America,5.6,British Origin Ales,N
2184,1unO6C,Autumn Ale,6,European-germanic Lager,N
2185,XHB8Tj,Pilgrim's Dole,12,North American Origin Ales,N
2186,bSQyva,Beer Camp: Ginger Lager,6.2,North American Lager,N
2187,BZGnql,Fusion 26,6.65,North American Origin Ales,N
2188,r4I50V,Ophelia,6.6,Hybrid/mixed Beer,N
2189,AFNvz4,Bigfoot (2018),9.6,North American Origin Ales,N
2190,fDmp62,Crye Me A River,5.6,Hybrid/mixed Beer,N
2191,8ftXVJ,Six Grain Harvest Lager (Batch No. 63118),5.5,North American Lager,N
2192,2wvRmF,Dragon's Milk Reserve with Toasted Chilies,11,North American Origin Ales,N
2193,pOk8tL,The 1759,9,North American Origin Ales,N
2194,30zzKy,Busch Light,4.1,North American Lager,N
2195,bp7TkJ,HotSide Sour Mashed DayTime,4.65,Hybrid/mixed Beer,N
2196,qGQc7S,Ovila Belgian Golden Ale,8.5,Belgian And French Origin Ales,N
2197,zAC6PV,Regal Pilsner,7,North American Lager,N
2198,4zruzt,Bud Light Golden Wheat,4.1,Belgian And French Origin Ales,N
2199,DGhJbX,Equinox,8.4,North American Origin Ales,N
2200,FVFucy,Fresh Hop Double IPA,8,North American Origin Ales,N
2201,FlmKOv,Smidy,5.2,British Origin Ales,N
2202,AWdfjO,Priscilla,5.2,Belgian And French Origin Ales,N
2203,IyyejS,Anubis Imperial Coffee Porter,8,British Origin Ales,N
2204,hCMeA4,West Latitude Session Rye,5.5,Hybrid/mixed Beer,N
2205,qqOqX9,Chernigivske White,5,Hybrid/mixed Beer,N
2206,uec7XF,Fusion 22,7.8,Hybrid/mixed Beer,N
2207,K2y0MV,Trip In the Woods: Tequila-Barrel-Aged Otra Vez,7.5,British Origin Ales,N
2208,6f6SpY,Das Bij,5.6,Belgian And French Origin Ales,N
2209,x8Bv0f,Hoppy Floppy,7.5,North American Origin Ales,N
2210,bK4vxh,Blue Dream,6.4,North American Origin Ales,N
2211,xrpjYO,Mighty Brown,7.5,North American Origin Ales,Y
2212,X8qNCS,Belgian-Style Blonde IPA,7.5,Belgian And French Origin Ales,N
2213,GVNZZQ,Green Valley Wild Hop Lager,5,North American Lager,N
2214,HiunCp,Gingerbread Old Chub,8,British Origin Ales,N
2215,bK4vxh,Blue Dream,6.4,North American Origin Ales,N
2216,T1YdsG,Chocolate Pretzel Stout,5.2,Hybrid/mixed Beer,N
2217,NQwb75,Puck American Pale Ale,5.2,North American Origin Ales,N
2218,tMseDR,Citrus And Vanilla Berlinerweisse,4.7,German Origin Ales,N
2219,bHmQdD,Crank Tank,5.8,Hybrid/mixed Beer,N
2220,FK6HtH,Harvest Single Hop Yakima #291,6.5,North American Origin Ales,N
2221,jshi8D,Little Sumpin’ Wild,8.74,North American Origin Ales,N
2222,hbf2am,Pomona Queen,4.8,North American Lager,N
2223,FK6HtH,Harvest Single Hop Yakima #291,6.5,North American Origin Ales,N
2224,E5i29p,Mandarina Bavaria,4.9,European-germanic Lager,N
2225,GbTnYM,Tangerine Space Machine,6.8,North American Origin Ales,N
2226,AWdfjO,Priscilla,5.2,Belgian And French Origin Ales,N
2227,P9Ly3t,Kilkenny Irish Cream Ale,4.3,Hybrid/mixed Beer,N
2228,r4I50V,Ophelia,6.6,Hybrid/mixed Beer,N
2229,ISlZaz,Miller Fortune,6.9,North American Lager,N
2230,ViVJh6,CÔTE DE CHAMPLAIN,6.1,Hybrid/mixed Beer,N
2231,GTbXLB,Cambium,5.8,Hybrid/mixed Beer,N
2232,f16hLl,Ruthlessly Delicious,6.2,North American Origin Ales,N
2233,5ntmM9,Holidale,7.4,Hybrid/mixed Beer,N
2234,QhHBBX,Busch,4.6,North American Lager,N
2235,J183HL,London Calling,3.2,British Origin Ales,N
2236,HIuMUM,Antwerpen Stout,8,British Origin Ales,N
2237,J9xszw,Guinness Foreign Extra,7.5,Irish Origin Ales,N
2238,YSLzio,Hop Bullet IPA,8,North American Origin Ales,N
2239,8Ug3hm,Oxford Education,7.3,British Origin Ales,N
2240,p0Qbef,Red Ryeot,6.5,Hybrid/mixed Beer,N
2241,bZ8hmu,Potato Schwarzbier,4.9,European-germanic Lager,N
2242,Oawv0J,Hatchery series #4 Chocolate Milk Stout,5.4,British Origin Ales,N
2243,x6bRxw,Ten FIDY,10.5,North American Origin Ales,N
2244,KcLuc7,Johnny Berliner,4,German Origin Ales,N
2245,HO9ROw,Ovila Abbey White,5.3,Belgian And French Origin Ales,N
2246,afK7hW,Honey Blonde,5.2,North American Origin Ales,N
2247,f16hLl,Ruthlessly Delicious,6.2,North American Origin Ales,N
2248,hbF6tu,ABLE Best Britter,4.3,British Origin Ales,N
2249,G5Uxww,Single Hop El Dorado Session IPA,4.6,North American Origin Ales,N
2250,pDZET2,Night Tripper (2011),10.8,North American Origin Ales,N
2251,NE2Dpl,Dogs of Helles,4,European-germanic Lager,N
2252,hbf2am,Pomona Queen,4.8,North American Lager,N
2253,DmCMSF,London Calling English Porter Cask,5.3,North American Origin Ales,N
2254,qUIYuC,Bigfoot,9.6,British Origin Ales,N
2255,1S3Le4,Single Hop Mosaic Double IPA,6.6,North American Origin Ales,N
2256,lFrwWQ,Natural Ice,5.9,North American Lager,N
2257,7iFx4r,Beer Camp Across America,8.6,North American Origin Ales,N
2258,eOVHdT,Audition - Scotch Ale,7.3,British Origin Ales,N
2259,HL52ir,Whiskey Barrel Snowman Stout,5.2,North American Origin Ales,N
2260,JOxnlJ,Hop Dog Harvest Pale Ale,6.2,North American Origin Ales,N
2261,BkSzxg,Cream Ale,5.9,British Origin Ales,N
2262,QD9dX7,Nooice,6.2,Belgian And French Origin Ales,N
2263,otVuwu,Purebred A.P.A. Citra,6.2,North American Origin Ales,N
2264,ABoSrf,The Waldos’ Special Ale (2018),11.3,North American Origin Ales,N
2265,FxxNhs,Snow Cone IPA,7,North American Origin Ales,N
2266,etD9Ry,Mungo Berry,4.8,North American Origin Ales,N
2267,Rg6aeS,Narwhal,10.2,North American Origin Ales,N
2268,zc3p4y,Dank Tank: Smokey and the Brett,7.3,North American Origin Ales,N
2269,pSVIAZ,BFD - Beer For Drinking,4.8,North American Origin Ales,N
2270,dODEDo,Spruce Beersteen,6,North American Origin Ales,N
2271,XJ7ZBB,SweetWater SchWheat,4.9,Hybrid/mixed Beer,Y
2272,kVKPX7,Hop Harmony,6.7,North American Origin Ales,N
2273,18Ki63,Barrel Aged Dale's Pale Ale (Makers Mark),6.5,North American Origin Ales,N
2274,e0bg5f,Six Rights IPA -  Beer Camp,8,North American Origin Ales,N
2275,OxvWPv,Floral IPA - Beer Camp #53,5.9,North American Origin Ales,N
2276,04k0TG,Casper The Friendly Gose,5,German Origin Ales,N
2277,htJQLM,Salted Grapefruit Farmhouse Ale,5.2,Belgian And French Origin Ales,N
2278,1C793t,Centennial Saison,6,Belgian And French Origin Ales,N
2279,WQsARu,Bud Light Orange,4.2,North American Lager,N
2280,DvxCJ2,Barrel Aged Twenty Five,9.8,North American Origin Ales,N
2281,42fXwv,Oktoberfest,5.3,North American Lager,N
2282,932XO8,Blueberry Ale,4.5,Hybrid/mixed Beer,N
2283,SZbmSL,WTFarmhouse,8.41,Hybrid/mixed Beer,N
2284,NAfiYn,Pine-Apple-Rita,8,Malternative Beverages,N
2285,2ZwqMd,Sour Inc: Apple Rhubarb,4.5,German Origin Ales,N
2286,meCiGU,Imperial Red Ale - Beer Camp #65,8.1,North American Origin Ales,N
2287,ETtkIW,Bigfoot,9.6,North American Origin Ales,N
2288,aG4Ie2,Alpha Dog Imperial IPA,8.5,North American Origin Ales,N
2289,iJ329Y,19 - Golden Belgian Style Ale,7,Hybrid/mixed Beer,N
2290,Yuzbjs,Irish Wheat,5.3,Hybrid/mixed Beer,N
2291,Zd8Cxd,American Summer Hoppy Wit,6,Belgian And French Origin Ales,N
2292,B0vbr1,Night Wish,10.5,North American Origin Ales,N
2293,QJZFnY,The Pit & The Pendulum with Cherries,6.1,Hybrid/mixed Beer,N
2294,G8qBXI,Super Cluster,8,North American Origin Ales,N
2295,1unO6C,Autumn Ale,6,European-germanic Lager,N
2296,AAdvVo,Hop House Lager,5,North American Lager,N
2297,RXEBYd,Dragon's Milk Reserve Vanilla Chai,11,North American Origin Ales,N
2298,KmsdoV,Old Chub,8,British Origin Ales,N
2299,Ontrer,Chardonnay Barrel G'Knight,8.7,North American Origin Ales,N
2300,JsJS48,There and Back - Beer Camp Across America,5.6,British Origin Ales,N
2301,dM2XzJ,Ovila Abbey Aged Dubbel,8.5,Belgian And French Origin Ales,N
2302,HIuMUM,Antwerpen Stout,8,British Origin Ales,N
2303,HO9ROw,Ovila Abbey White,5.3,Belgian And French Origin Ales,N
2304,3wh93y,Chewbocka,6.2,European-germanic Lager,N
2305,blZIJW,Home Skillet,5.6,North American Origin Ales,N
2306,8TQNbT,Spinner,5.6,North American Origin Ales,N
2307,KcLuc7,Johnny Berliner,4,German Origin Ales,N
2308,GwYXdk,Brux,8.3,Hybrid/mixed Beer,N
2309,NoNhan,420 Extra Pale Ale,5.4,North American Origin Ales,N
2310,3nrJLN,Four Hopsmen - Comet Dry Hopped,5.2,North American Origin Ales,N
2311,MTLa3r,Afternooner,4.6,Belgian And French Origin Ales,N
2312,17KZDP,Bella Czech Pils,5.3,International Styles,N
2313,t9aucT,Bud Light Chelada,4.2,North American Lager,N
2314,1C793t,Centennial Saison,6,Belgian And French Origin Ales,N
2315,1S3Le4,Single Hop Mosaic Double IPA,6.6,North American Origin Ales,N
2316,sghlNk,Cornlaboration,5.8,North American Lager,N
2317,tupCCv,Mean Joe Bean,8.5,British Origin Ales,N
2318,G2Vi1J,Budweiser Select,4.3,North American Lager,N
2319,YCBXba,Bud Light Straw-Ber-Rita,8,Malternative Beverages,N
2320,37s6fV,Say Sean Huell Melon Dry Hopped Saison,4,Belgian And French Origin Ales,N
2321,tupCCv,Mean Joe Bean,8.5,British Origin Ales,N
2322,fekpJv,Blackstrap Fever,6.1,British Origin Ales,N
2323,H20aOl,Extra ESB - Small Batch Series,7.8,British Origin Ales,N
2324,baONtD,Mad Hatter IPA,7,North American Origin Ales,N
2325,vf8QTx,Terra Incognita,8.5,Hybrid/mixed Beer,N
2326,FMWVLR,Puget Brown Porter,5.6,British Origin Ales,N
2327,HmjnXt,Born Again Yesterday,7.5,North American Origin Ales,N
2328,lPKfmK,Trip In The Woods Barrel Aged Narwhal w/Red & Black Currents,9.8,North American Origin Ales,N
2329,2cLm8B,All Colorado Apricot Wheat,5.5,Hybrid/mixed Beer,N
2330,1C793t,Centennial Saison,6,Belgian And French Origin Ales,N
2331,1FBXjy,Fresh Hop IPA,6.4,North American Origin Ales,N
2332,Bzl1Jw,Solar Coaster,6.1,Hybrid/mixed Beer,N
2333,cOSoch,Dire Wolf,6.2,North American Origin Ales,N
